Guest_Name,Age,Room_Type,CheckIn_Date,CheckOut_Date,Booking_Channel,Total_Charges,Satisfaction_Score
aNa costa,71,Standard,2025-07-27,2025-08-03,Direto no Balcao,1059.4552112678577,3.0
carlos silva,22,Standard,2026-01-01,2026-01-14,Booking.com,2305.246275531282,2.0
ferNanda ALVES,74,Deluxe,2025-11-03,2025-11-07,Direto no Balcao,927.2120386016836,4.0
MARIA okawachi,34,Standard,2025-02-28,2025-03-12,Site Oficial,2043.0891490967404,4.0
pAulo ALVES,64,Standard,2025-12-18,2025-12-31,Site Oficial,1985.412164805566,5.0
MARIA costa,40,Deluxe,2025-04-19,2025-04-24,Booking.com,1133.9040074897548,3.0
luYz SANTOS,31,Deluxe,2025-05-26,2025-06-08,Site Oficial,-3278.08400347958,5.0
feliPe okawachi,83,Standard,2025-02-15,2025-02-18,Site Oficial,465.2629671879338,4.0
MARIA costa,68,Deluxe,2025-10-01,2025-10-05,Agencia,1078.0502207837399,4.0
lucas SANTOS,55,Standard,2025-12-13,2025-12-27,Direto no Balcao,2263.9315284236563,5.0
ferNanda SANTOS,81,Deluxe,2025-08-14,2025-08-18,Booking.com,1052.3266768969004,3.0
luYz costa,55,Deluxe,2025-03-11,2025-03-14,Booking.com,761.4209291190535,4.0
ferNanda okawachi,67,Presidencial,2025-10-26,2025-11-08,Booking.com,15053.358393144175,
joAo pereira,47,Standard,2025-10-29,2025-11-08,Booking.com,1789.6235512834883,5.0
julia ALVES,68,Standard,2025-09-13,2025-09-18,Booking.com,823.0984033044828,4.0
pAulo okawachi,80,Standard,2025-04-05,2025-04-10,Site Oficial,713.7084916395625,4.0
pAulo costa,69,Standard,2025-10-04,2025-10-15,Agencia,1975.7660112321303,3.0
pAulo oliveira,55,Standard,2025-07-03,2025-07-10,Booking.com,1061.3724004454807,4.0
joAo oliveira,47,Suite,2025-05-25,2025-05-29,Agencia,1463.4218288006514,5.0
MARIA oliveira,68,Standard,2025-02-20,2025-03-05,Agencia,2013.2857503446292,5.0
aNa SANTOS,22,Standard,2025-02-04,2025-02-08,Site Oficial,557.3072509533724,3.0
pAulo okawachi,46,Deluxe,2025-10-07,2025-10-16,Booking.com,-2417.040477317092,3.0
carlos costa,21,Standard,2025-11-07,2025-11-13,Site Oficial,1022.582153956293,3.0
ferNanda ALVES,27,Deluxe,2025-02-02,2025-02-06,Booking.com,1135.9965833310964,3.0
julia pereira,73,Standard,2025-07-26,2025-07-28,Site Oficial,307.6620706805249,2.0
julia chiavini,34,Standard,2025-05-17,2025-05-23,Agencia,935.6108035373807,4.0
julia chiavini,34,Standard,2025-10-24,2025-10-26,Booking.com,334.51062050494903,2.0
joAo oliveira,51,Standard,2025-12-06,2025-12-11,Direto no Balcao,848.1877068569593,3.0
MARIA pereira,23,Suite,2025-03-28,2025-04-03,Agencia,2878.843056314059,4.0
ferNanda costa,70,Standard,2025-05-15,2025-05-19,Direto no Balcao,-716.5225484549328,3.0
joAo okawachi,83,Deluxe,2025-09-06,2025-09-20,Agencia,4130.4756090062,2.0
julia SANTOS,60,Standard,2025-11-14,2025-11-27,Site Oficial,1769.7021372585464,3.0
carlos chiavini,40,Standard,2025-08-05,2025-08-08,Booking.com,434.26653344805493,3.0
aNa okawachi,72,Suite,2025-03-18,2025-03-25,Agencia,2597.6813273849157,4.0
luYz SANTOS,33,Standard,2025-10-21,2025-10-23,Site Oficial,344.21620036218314,2.0
ferNanda oliveira,25,Deluxe,2025-01-30,2025-02-12,Booking.com,3536.7824187232736,5.0
aNa ALVES,21,Presidencial,2025-10-23,2025-11-03,Booking.com,-10522.680653526344,
aNa oliveira,21,Deluxe,2025-08-19,2025-09-02,Agencia,3646.496418515042,5.0
luYz costa,73,Suite,2025-07-27,2025-08-02,Booking.com,2788.6209708563533,4.0
aNa costa,42,Standard,2025-07-21,2025-08-03,Agencia,2238.1943950648015,5.0
luYz pereira,84,Standard,2025-03-07,2025-03-11,Booking.com,696.7852790342704,5.0
ferNanda okawachi,84,Standard,2025-01-10,2025-01-16,Direto no Balcao,949.6103953624184,1.0
pAulo pereira,44,Deluxe,2025-06-23,2025-06-27,Site Oficial,971.070768782208,4.0
lucas silva,49,Presidencial,2025-05-14,2025-05-18,Direto no Balcao,4685.824298917804,5.0
pAulo silva,67,Standard,2025-06-15,2025-06-19,Agencia,650.0974802272253,3.0
julia SANTOS,78,Deluxe,2025-12-16,2025-12-25,Direto no Balcao,2651.305569853884,1.0
luYz ALVES,68,Standard,2025-03-26,2025-04-02,Agencia,1245.4877853012117,5.0
luYz oliveira,36,Deluxe,2025-01-04,2025-01-07,Booking.com,-778.7081107409429,5.0
pAulo pereira,38,Standard,2025-05-05,2025-05-08,Booking.com,497.9346961994585,3.0
feliPe pereira,22,Presidencial,2025-11-27,2025-12-03,Agencia,5533.873679836543,4.0
pAulo SANTOS,59,Deluxe,2025-10-28,2025-11-03,Direto no Balcao,1443.212519892787,3.0
pAulo silva,78,Standard,2025-08-17,2025-08-21,Booking.com,594.1052595371591,5.0
feliPe ALVES,39,Standard,2025-10-14,2025-10-23,Site Oficial,1547.4281067092147,3.0
ferNanda SANTOS,38,Standard,2025-01-15,2025-01-19,Booking.com,567.11646851582,3.0
julia costa,18,Standard,2025-10-07,2025-10-16,Site Oficial,1230.9293050759588,5.0
julia pereira,22,Standard,2025-01-12,2025-01-16,Direto no Balcao,660.8427224131888,4.0
pAulo oliveira,29,Suite,2025-11-22,2025-11-24,Site Oficial,744.8612915041543,5.0
lucas ALVES,63,Deluxe,2025-03-16,2025-03-18,Site Oficial,503.9401039089654,4.0
aNa chiavini,51,Deluxe,2025-09-01,2025-09-06,Site Oficial,1380.6232700143416,3.0
feliPe oliveira,66,Standard,2025-06-09,2025-06-13,Site Oficial,631.0893857190487,4.0
MARIA ALVES,62,Suite,2025-11-05,2025-11-12,Booking.com,3319.069085101901,3.0
aNa okawachi,44,Deluxe,2025-09-04,2025-09-18,Site Oficial,3811.305432075199,4.0
joAo pereira,43,Standard,2025-10-30,2025-11-10,Booking.com,1616.3010484399633,3.0
aNa pereira,64,Deluxe,2025-06-22,2025-06-27,Site Oficial,1260.6518853315413,5.0
MARIA pereira,73,Deluxe,2025-06-18,2025-06-24,Agencia,-1575.8592501726355,
aNa okawachi,80,Standard,2025-01-24,2025-02-03,Direto no Balcao,1382.4155409360992,
MARIA oliveira,65,Standard,2025-04-05,2025-04-09,Site Oficial,691.3934699884769,4.0
luYz pereira,78,Standard,2025-12-15,2025-12-28,Agencia,2095.729154607581,3.0
carlos chiavini,43,Standard,2025-11-10,2025-11-22,Site Oficial,-1893.2637028573517,4.0
feliPe chiavini,53,Suite,2025-09-06,2025-09-08,Site Oficial,889.6580865954636,5.0
pAulo okawachi,18,Suite,2025-06-18,2025-07-01,Site Oficial,5218.173103463071,3.0
MARIA oliveira,25,Deluxe,2025-03-29,2025-04-08,Agencia,2792.952333297043,
luYz pereira,69,Standard,2025-01-13,2025-01-22,Direto no Balcao,1310.2334734473325,3.0
aNa oliveira,64,Standard,2025-07-12,2025-07-22,Agencia,1689.521120823392,
joAo SANTOS,73,Deluxe,2025-08-23,2025-08-30,Direto no Balcao,1849.5320830919147,5.0
lucas ALVES,31,Deluxe,2025-07-17,2025-07-21,Site Oficial,1124.9228628766864,5.0
carlos costa,45,Standard,2025-04-20,2025-04-23,Booking.com,445.79904445128903,3.0
aNa silva,19,Deluxe,2025-11-06,2025-11-16,Site Oficial,2326.671255673728,1.0
joAo silva,43,Suite,2025-03-09,2025-03-23,Direto no Balcao,5325.292147957084,4.0
pAulo ALVES,31,Standard,2025-06-29,2025-07-02,Agencia,457.1321521331681,3.0
carlos costa,76,Standard,2025-12-21,2025-12-30,Site Oficial,1536.1163948177655,1.0
joAo chiavini,73,Deluxe,2025-07-15,2025-07-20,Agencia,1349.1008122011676,4.0
aNa ALVES,24,Standard,2025-01-12,2025-01-25,Agencia,2032.44865132873,4.0
MARIA SANTOS,20,Standard,2025-12-25,2025-12-28,Agencia,447.53609356663105,4.0
MARIA costa,40,Standard,2025-04-06,2025-04-11,Site Oficial,737.815831788978,4.0
julia chiavini,35,Standard,2025-10-22,2025-10-24,Agencia,305.9389333465803,2.0
pAulo chiavini,55,Deluxe,2025-11-21,2025-12-02,Agencia,2714.3014202367604,
feliPe silva,32,Deluxe,2025-11-25,2025-11-29,Site Oficial,1022.013920350062,3.0
carlos ALVES,81,Standard,2025-02-18,2025-02-28,Agencia,1441.8784578500035,4.0
carlos silva,45,Suite,2025-10-25,2025-10-27,Site Oficial,904.0154522716248,4.0
feliPe SANTOS,56,Suite,2025-05-31,2025-06-02,Direto no Balcao,833.5167039326908,5.0
julia oliveira,74,Suite,2025-08-25,2025-09-06,Direto no Balcao,5293.795486572885,2.0
MARIA SANTOS,34,Standard,2025-08-26,2025-09-03,Direto no Balcao,1345.4454406083132,4.0
luYz costa,61,Standard,2025-12-07,2025-12-08,Agencia,153.21862823205487,4.0
MARIA silva,42,Presidencial,2025-03-07,2025-03-21,Booking.com,16379.29969781102,3.0
lucas pereira,34,Deluxe,2025-08-01,2025-08-08,Booking.com,1799.2891443673109,4.0
pAulo costa,30,Standard,2025-03-08,2025-03-13,Agencia,693.1251357358891,
lucas costa,42,Standard,2025-09-17,2025-09-28,Booking.com,1611.0728831399965,
aNa SANTOS,27,Standard,2025-04-12,2025-04-20,Site Oficial,1175.6996297820522,1.0
julia silva,84,Suite,2025-12-17,2025-12-18,Booking.com,374.4285034534342,3.0
aNa chiavini,35,Deluxe,2025-08-26,2025-09-06,Agencia,2793.0794785578555,3.0
aNa okawachi,51,Standard,2025-07-04,2025-07-11,Agencia,968.0245047194428,4.0
luYz okawachi,25,Standard,2025-05-02,2025-05-07,Site Oficial,704.5711877766364,3.0
luYz chiavini,57,Deluxe,2025-01-04,2025-01-08,Direto no Balcao,1035.9550455168958,3.0
feliPe oliveira,59,Suite,2025-09-15,2025-09-22,Agencia,2699.148919435037,
pAulo pereira,58,Standard,2025-10-02,2025-10-12,Site Oficial,1653.8651378492275,
pAulo costa,23,Deluxe,2025-12-05,2025-12-07,Booking.com,583.7455422158388,1.0
joAo ALVES,69,Presidencial,2025-10-24,2025-11-05,Booking.com,12751.84733179907,3.0
lucas SANTOS,43,Standard,2025-01-27,2025-01-28,Site Oficial,177.8238867808189,4.0
luYz chiavini,81,Deluxe,2025-09-06,2025-09-07,Site Oficial,280.30060443401845,3.0
MARIA pereira,76,Standard,2025-07-23,2025-08-03,Agencia,1633.1536462601432,4.0
joAo okawachi,73,Deluxe,2025-12-26,2026-01-07,Booking.com,3541.431854308061,4.0
joAo chiavini,76,Deluxe,2025-03-31,2025-04-01,Site Oficial,254.09860034210152,5.0
aNa ALVES,50,Deluxe,2025-08-15,2025-08-27,Booking.com,3046.5111928034357,5.0
julia oliveira,70,Deluxe,2025-08-08,2025-08-13,Site Oficial,1142.1842762269193,4.0
lucas oliveira,39,Standard,2025-01-18,2025-01-28,Booking.com,1730.3677992715143,5.0
carlos oliveira,38,Suite,2025-06-16,2025-06-23,Direto no Balcao,2862.730791235661,3.0
aNa costa,21,Deluxe,2025-05-03,2025-05-05,Agencia,-566.6777156040619,4.0
luYz costa,79,Standard,2025-10-22,2025-11-01,Booking.com,1499.3513610533562,4.0
carlos chiavini,79,Deluxe,2025-02-14,2025-02-22,Direto no Balcao,1876.993601490715,2.0
aNa okawachi,41,Deluxe,2025-07-05,2025-07-09,Booking.com,955.4711833372189,3.0
feliPe SANTOS,72,Standard,2025-05-02,2025-05-14,Booking.com,1627.1765875272536,3.0
julia chiavini,26,Suite,2025-04-16,2025-04-19,Direto no Balcao,1362.7965552816213,
pAulo oliveira,20,Suite,2025-07-27,2025-08-06,Booking.com,3666.3496139447916,3.0
MARIA ALVES,48,Standard,2025-02-05,2025-02-16,Booking.com,1713.6142758055014,3.0
joAo SANTOS,57,Presidencial,2025-02-17,2025-02-25,Agencia,9116.250815663656,4.0
MARIA chiavini,53,Standard,2025-02-08,2025-02-10,Direto no Balcao,284.39669211065745,5.0
luYz pereira,41,Standard,2025-11-21,2025-12-02,Direto no Balcao,1860.6132586018236,2.0
MARIA ALVES,23,Standard,2025-11-11,2025-11-22,Site Oficial,1869.7805895266151,
MARIA chiavini,83,Suite,2025-11-04,2025-11-17,Booking.com,5037.7120062571075,5.0
julia pereira,21,Deluxe,2025-04-15,2025-04-18,Agencia,704.8742482470949,4.0
julia oliveira,23,Standard,2025-05-23,2025-06-04,Booking.com,2052.134136280127,5.0
carlos oliveira,68,Standard,2025-07-18,2025-07-21,Booking.com,528.6970020327935,1.0
lucas SANTOS,79,Deluxe,2025-01-17,2025-01-27,Site Oficial,2514.9973121990506,3.0
julia pereira,74,Standard,2025-03-14,2025-03-25,Booking.com,1666.2457782494334,5.0
MARIA SANTOS,83,Suite,2025-12-11,2025-12-12,Agencia,382.2124390133576,2.0
ferNanda pereira,25,Suite,2025-03-03,2025-03-09,Agencia,2784.799564998421,3.0
lucas oliveira,43,Deluxe,2025-08-12,2025-08-14,Site Oficial,502.78019046608335,4.0
joAo silva,68,Presidencial,2025-03-17,2025-03-18,Booking.com,965.2576206510947,3.0
aNa chiavini,62,Standard,2025-06-27,2025-06-29,Agencia,346.58037073842974,
MARIA chiavini,61,Presidencial,2025-12-01,2025-12-13,Booking.com,12711.202164868393,2.0
aNa silva,22,Deluxe,2025-12-09,2025-12-15,Booking.com,1777.7695456976994,5.0
ferNanda oliveira,43,Deluxe,2025-03-09,2025-03-23,Booking.com,3609.1003580820643,4.0
lucas okawachi,36,Standard,2025-02-16,2025-02-20,Site Oficial,559.3577065481167,5.0
luYz pereira,37,Suite,2025-12-21,2025-12-27,Booking.com,2359.3258822624125,3.0
lucas okawachi,29,Standard,2025-12-13,2025-12-25,Agencia,2035.5832746334163,4.0
julia SANTOS,64,Standard,2025-06-11,2025-06-20,Booking.com,1473.1845179241127,5.0
ferNanda okawachi,18,Standard,2025-01-16,2025-01-29,Agencia,-2127.695989752183,4.0
carlos chiavini,31,Deluxe,2025-04-08,2025-04-18,Booking.com,2769.6397121256937,4.0
julia chiavini,81,Deluxe,2025-09-17,2025-09-29,Agencia,3019.3040008811618,4.0
pAulo oliveira,55,Deluxe,2025-11-10,2025-11-20,Agencia,2573.3935616973854,5.0
feliPe pereira,54,Suite,2025-12-02,2025-12-10,Booking.com,2982.4697510471124,4.0
joAo okawachi,28,Standard,2025-02-23,2025-02-24,Booking.com,149.75358497739322,
feliPe ALVES,2,Deluxe,2025-06-26,2025-07-09,Agencia,3710.691302274499,3.0
pAulo okawachi,50,Standard,2025-12-03,2025-12-11,Direto no Balcao,1197.1619347575736,4.0
joAo costa,23,Suite,2025-11-14,2025-11-23,Site Oficial,4190.264330808141,5.0
aNa SANTOS,67,Suite,2025-09-21,2025-09-27,Direto no Balcao,2737.8242543959695,5.0
carlos ALVES,27,Deluxe,2025-06-23,2025-07-03,Direto no Balcao,2678.306349334893,5.0
carlos ALVES,22,Deluxe,2025-03-14,2025-03-19,Booking.com,1486.1849166096263,
luYz okawachi,40,Standard,2025-07-30,2025-08-05,Site Oficial,1007.6241424564519,4.0
aNa costa,27,Standard,2025-09-05,2025-09-18,Direto no Balcao,2150.3999866031427,2.0
luYz chiavini,61,Suite,2025-11-02,2025-11-08,Booking.com,2694.431431233656,1.0
pAulo okawachi,19,Standard,2025-10-03,2025-10-12,Direto no Balcao,1425.9225929092963,5.0
lucas silva,30,Standard,2025-04-18,2025-04-22,Direto no Balcao,-599.7682506198548,5.0
luYz costa,57,Standard,2025-11-14,2025-11-16,Booking.com,314.85038904381946,3.0
luYz chiavini,19,Suite,2025-01-04,2025-01-15,Booking.com,4807.695831029207,3.0
aNa okawachi,82,Standard,2025-07-09,2025-07-20,Booking.com,1514.7281395526213,2.0
feliPe ALVES,80,Standard,2025-11-28,2025-12-07,Site Oficial,1450.1126472704054,5.0
julia ALVES,34,Deluxe,2025-06-05,2025-06-07,Direto no Balcao,568.6283809155497,3.0
julia ALVES,26,Suite,2025-06-30,2025-07-10,Booking.com,4022.868945002293,4.0
feliPe silva,32,Standard,2025-01-22,2025-01-31,Agencia,1559.0747755478667,4.0
luYz pereira,41,Standard,2025-06-12,2025-06-14,Direto no Balcao,274.82250575398064,5.0
pAulo okawachi,55,Standard,2025-11-07,2025-11-19,Agencia,1917.0856427367378,5.0
feliPe oliveira,52,Standard,2025-11-01,2025-11-09,Site Oficial,1185.6507011407652,4.0
aNa SANTOS,66,Standard,2025-08-04,2025-08-13,Booking.com,1613.2171892117397,3.0
MARIA costa,79,Deluxe,2025-02-13,2025-02-25,Agencia,2968.1244289185533,4.0
ferNanda okawachi,77,Deluxe,2025-04-05,2025-04-15,Site Oficial,2287.416975898922,5.0
carlos silva,67,Deluxe,2025-08-01,2025-08-10,Booking.com,2462.9008742880897,
aNa okawachi,26,Standard,2025-08-12,2025-08-22,Agencia,1656.6205270165347,3.0
feliPe chiavini,51,Suite,2025-12-11,2025-12-20,Agencia,3258.8697173826968,1.0
pAulo pereira,52,Standard,2025-05-20,2025-05-22,Site Oficial,354.7177415702485,2.0
feliPe ALVES,18,Presidencial,2025-03-09,2025-03-13,Booking.com,4405.000841451643,4.0
feliPe SANTOS,57,Deluxe,2025-11-17,2025-11-24,Booking.com,2037.402138702931,5.0
ferNanda oliveira,81,Standard,2025-06-19,2025-07-01,Agencia,1837.5764335029392,1.0
lucas silva,39,Deluxe,2025-11-08,2025-11-10,Agencia,513.2401338557585,4.0
ferNanda silva,77,Standard,2025-04-22,2025-04-23,Agencia,149.75000085191536,3.0
aNa okawachi,81,Deluxe,2025-07-29,2025-08-01,Booking.com,831.8624280865498,2.0
lucas SANTOS,28,Standard,2025-10-28,2025-11-09,Site Oficial,1930.447842731429,4.0
joAo ALVES,31,Standard,2025-11-17,2025-11-21,Site Oficial,628.5135734038937,3.0
julia silva,77,Suite,2025-12-20,2025-12-28,Booking.com,3009.371133999483,4.0
pAulo chiavini,47,Standard,2025-08-05,2025-08-11,Direto no Balcao,1027.1226032189306,5.0
joAo chiavini,52,Suite,2025-02-04,2025-02-15,Site Oficial,5091.710157744765,4.0
julia okawachi,54,Standard,2025-04-19,2025-04-21,Agencia,300.5361673032409,2.0
luYz ALVES,22,Deluxe,2025-12-09,2025-12-18,Direto no Balcao,2391.9745182371284,
pAulo chiavini,43,Deluxe,2025-07-30,2025-08-13,Direto no Balcao,3704.539234845494,4.0
lucas okawachi,79,Deluxe,2025-07-13,2025-07-15,Site Oficial,541.7125628053632,5.0
pAulo ALVES,21,Standard,2025-02-28,2025-03-13,Direto no Balcao,2024.9437228669985,2.0
pAulo silva,59,Standard,2025-01-16,2025-01-28,Direto no Balcao,2049.939493000881,1.0
feliPe oliveira,35,Standard,2025-11-30,2025-12-05,Site Oficial,808.5398609999294,1.0
ferNanda SANTOS,57,Standard,2025-09-05,2025-09-17,Site Oficial,2055.607200464841,3.0
carlos oliveira,56,Deluxe,2025-05-02,2025-05-06,Direto no Balcao,904.7476309631647,4.0
pAulo SANTOS,31,Suite,2025-11-26,2025-12-09,Agencia,5427.384699060942,
ferNanda costa,49,Suite,2025-11-27,2025-12-04,Booking.com,3256.5289723944993,4.0
feliPe SANTOS,68,Deluxe,2025-09-22,2025-09-30,Direto no Balcao,1970.444501514704,3.0
MARIA oliveira,55,Deluxe,2025-10-18,2025-10-23,Direto no Balcao,1225.8110880633965,4.0
lucas pereira,40,Deluxe,2025-09-29,2025-10-09,Agencia,2964.8914947458384,2.0
carlos ALVES,80,Standard,2025-10-10,2025-10-24,Direto no Balcao,2211.981671619153,4.0
julia costa,32,Suite,2025-01-16,2025-01-30,Direto no Balcao,6075.548186288722,4.0
joAo ALVES,42,Deluxe,2025-06-22,2025-06-27,Booking.com,1147.3901694287517,5.0
lucas costa,34,Deluxe,2025-05-18,2025-05-20,Booking.com,460.19912235046627,
lucas silva,83,Standard,2025-02-01,2025-02-09,Booking.com,1333.1461735963214,3.0
feliPe oliveira,70,Standard,2025-04-09,2025-04-23,Site Oficial,2488.085119428154,4.0
lucas pereira,68,Standard,2025-02-28,2025-03-02,Site Oficial,322.7157226094736,
feliPe chiavini,56,Suite,2025-11-08,2025-11-18,Booking.com,3849.11540453406,5.0
ferNanda pereira,68,Deluxe,2025-08-17,2025-08-29,Booking.com,3045.246113663622,4.0
luYz okawachi,23,Standard,2025-05-23,2025-05-29,Site Oficial,931.7818196526999,
lucas silva,84,Presidencial,2025-06-04,2025-06-12,Agencia,8336.720641735177,2.0
joAo pereira,24,Standard,2025-04-11,2025-04-17,Direto no Balcao,971.8479959678876,
julia silva,68,Standard,2025-04-06,2025-04-10,Direto no Balcao,649.7263891641472,2.0
ferNanda costa,59,Standard,2025-08-13,2025-08-26,Booking.com,1802.8836807645134,4.0
julia oliveira,81,Deluxe,2025-01-15,2025-01-19,Agencia,1056.2021337151573,5.0
MARIA okawachi,32,Suite,2025-01-31,2025-02-06,Site Oficial,2546.0150978248703,3.0
carlos chiavini,46,Standard,2025-01-01,2025-01-15,Booking.com,2471.520186497403,4.0
pAulo chiavini,50,Suite,2025-04-29,2025-05-12,Agencia,5076.852395973391,3.0
pAulo ALVES,44,Standard,2025-10-04,2025-10-08,Agencia,663.4020184451624,
julia chiavini,53,Suite,2025-02-05,2025-02-13,Agencia,3268.515375078391,5.0
aNa oliveira,46,Deluxe,2025-01-30,2025-02-08,Site Oficial,2076.5533924120764,5.0
julia pereira,55,Suite,2025-01-14,2025-01-15,Site Oficial,445.2537123053078,4.0
julia oliveira,74,Standard,2025-09-03,2025-09-16,Direto no Balcao,2110.953626080546,5.0
MARIA okawachi,44,Presidencial,2025-02-16,2025-02-20,Direto no Balcao,3784.6576696152924,4.0
lucas ALVES,72,Deluxe,2025-11-11,2025-11-15,Agencia,1113.370563966725,4.0
luYz chiavini,50,Standard,2025-10-03,2025-10-05,Agencia,281.8909749652865,5.0
lucas costa,83,Suite,2025-03-05,2025-03-11,Site Oficial,2656.000241831289,4.0
joAo SANTOS,27,Standard,2025-08-18,2025-08-21,Direto no Balcao,-469.28438705826255,2.0
pAulo okawachi,22,Suite,2025-02-02,2025-02-09,Agencia,3012.162392095553,2.0
luYz costa,55,Standard,2026-01-01,2026-01-14,Direto no Balcao,2063.769415290094,2.0
pAulo oliveira,30,Deluxe,2025-12-15,2025-12-26,Direto no Balcao,2970.071137265269,5.0
luYz SANTOS,48,Deluxe,2025-11-01,2025-11-12,Agencia,2704.4108152714966,4.0
julia SANTOS,64,Standard,2025-12-20,2025-12-25,Site Oficial,690.2204268834262,5.0
aNa ALVES,69,Standard,2025-09-27,2025-10-01,Agencia,700.3377748365633,4.0
ferNanda pereira,73,Standard,2025-09-10,2025-09-15,Agencia,684.3115932486181,3.0
ferNanda ALVES,32,Standard,2025-04-22,2025-04-30,Direto no Balcao,1128.2776750867479,3.0
aNa oliveira,46,Standard,2025-03-11,2025-03-14,Agencia,495.55714412037685,5.0
feliPe costa,25,Deluxe,2025-02-24,2025-03-10,Site Oficial,3359.0822281547826,4.0
lucas pereira,22,Standard,2025-02-14,2025-02-21,Agencia,1212.4077219776057,
joAo okawachi,46,Standard,2025-04-08,2025-04-22,Site Oficial,2354.200678084175,5.0
lucas SANTOS,64,Deluxe,2025-03-19,2025-03-25,Site Oficial,1639.4580478742603,4.0
aNa okawachi,62,Standard,2025-10-22,2025-11-03,Direto no Balcao,1779.4485602969328,4.0
feliPe costa,19,Suite,2025-02-28,2025-03-01,Booking.com,-473.37721788450506,
aNa chiavini,44,Suite,2025-11-11,2025-11-24,Booking.com,5502.372578356076,5.0
julia oliveira,53,Deluxe,2025-11-27,2025-12-04,Direto no Balcao,2061.9448534430185,1.0
lucas ALVES,53,Deluxe,2025-09-13,2025-09-27,Agencia,3333.1472640629563,4.0
aNa okawachi,43,Suite,2025-06-25,2025-07-08,Direto no Balcao,4871.333974289073,5.0
joAo SANTOS,60,Standard,2025-11-26,2025-12-03,Site Oficial,-1136.6866836307724,5.0
pAulo oliveira,44,Standard,2025-03-25,2025-04-08,Booking.com,2218.5542984169356,3.0
luYz silva,37,Standard,2025-06-05,2025-06-17,Direto no Balcao,1702.9388615664852,5.0
luYz oliveira,28,Deluxe,2025-09-02,2025-09-03,Agencia,287.8870339202142,
MARIA pereira,55,Standard,2025-02-13,2025-02-22,Direto no Balcao,1393.1914838589028,3.0
luYz SANTOS,23,Deluxe,2025-02-26,2025-03-04,Booking.com,1491.1363263765727,5.0
MARIA oliveira,40,Presidencial,2025-12-18,2025-12-30,Direto no Balcao,11672.756675169921,2.0
joAo chiavini,64,Suite,2025-04-03,2025-04-05,Direto no Balcao,726.1792420800036,2.0
ferNanda ALVES,63,Deluxe,2025-07-26,2025-07-31,Booking.com,1137.9919736914505,2.0
carlos oliveira,29,Standard,2025-01-31,2025-02-13,Site Oficial,2146.818632028524,2.0
aNa ALVES,30,Suite,2025-10-11,2025-10-22,Site Oficial,4433.876296560984,5.0
julia chiavini,79,Deluxe,2025-06-19,2025-06-23,Booking.com,977.4851336657249,2.0
carlos costa,77,Standard,2025-10-25,2025-11-01,Direto no Balcao,1010.2496236727081,3.0
lucas costa,60,Standard,2025-01-15,2025-01-23,Booking.com,1166.5514063825829,2.0
carlos silva,22,Suite,2025-01-03,2025-01-14,Site Oficial,4154.200632349674,3.0
carlos silva,54,Deluxe,2025-06-14,2025-06-28,Agencia,3585.6402702604,2.0
carlos oliveira,48,Suite,2025-11-02,2025-11-13,Direto no Balcao,4609.119579717137,5.0
pAulo silva,26,Suite,2025-06-02,2025-06-03,Site Oficial,464.90678202637474,2.0
carlos ALVES,68,Deluxe,2025-03-06,2025-03-11,Direto no Balcao,1217.792649615699,5.0
julia okawachi,46,Deluxe,2025-02-05,2025-02-08,Booking.com,770.4370950395901,5.0
joAo chiavini,57,Standard,2025-11-06,2025-11-07,Agencia,152.60821431507225,1.0
ferNanda costa,58,Standard,2025-03-15,2025-03-27,Booking.com,1671.3872807570044,5.0
luYz pereira,28,Standard,2025-08-09,2025-08-12,Agencia,410.84135084532653,1.0
lucas pereira,40,Deluxe,2025-08-03,2025-08-17,Direto no Balcao,3166.138094801321,3.0
julia ALVES,18,Deluxe,2025-06-13,2025-06-19,Direto no Balcao,1670.4779963459075,1.0
joAo costa,63,Suite,2025-01-31,2025-02-14,Booking.com,5529.431556885768,3.0
joAo pereira,38,Standard,2025-05-12,2025-05-19,Agencia,1101.4555049071487,4.0
lucas SANTOS,53,Deluxe,2025-02-19,2025-02-27,Agencia,1926.218283546474,5.0
pAulo pereira,71,Deluxe,2025-02-12,2025-02-25,Direto no Balcao,3738.441282345479,3.0
luYz pereira,74,Deluxe,2025-01-04,2025-01-15,Booking.com,2551.554986926666,5.0
lucas okawachi,18,Deluxe,2025-04-26,2025-04-30,Agencia,1109.0867108235427,3.0
joAo pereira,80,Standard,2025-06-14,2025-06-17,Direto no Balcao,432.12558349391907,5.0
lucas pereira,71,Deluxe,2025-05-19,2025-05-24,Site Oficial,1379.5023896563805,3.0
aNa SANTOS,72,Standard,2025-04-29,2025-05-08,Booking.com,1574.0556081701855,2.0
carlos ALVES,57,Standard,2025-10-21,2025-11-03,Site Oficial,2102.253296147923,3.0
aNa silva,32,Standard,2025-11-15,2025-11-21,Booking.com,1008.195771702997,3.0
julia ALVES,38,Deluxe,2025-10-05,2025-10-14,Direto no Balcao,2465.987886911292,4.0
joAo SANTOS,64,Presidencial,2025-07-07,2025-07-13,Agencia,6751.70274892083,5.0
lucas chiavini,70,Deluxe,2025-07-23,2025-07-25,Agencia,492.7098445976973,2.0
carlos pereira,26,Deluxe,2025-02-19,2025-03-04,Agencia,3413.802933736117,5.0
feliPe ALVES,69,Deluxe,2025-04-20,2025-04-25,Booking.com,1455.1477697174337,5.0
